Unique_ID,CompetitionFY,Institution,Total_Amount,Program_Name,Program_Type,Title,Main_Discipline,Area_of_Research
569436-2022,2022,École Polytechnique de Montréal,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Research Training and Talent Development,"Conception aérodynamique multipoint d'ailes d'avion de transport considérant le vol de croisière transsonique, à basse vitesse et en conditions de givrage",Transportation systems and services,Fluid mechanics
559056-2021,2021,University of Calgary,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Research Training and Talent Development,Microneedle System Development for Painless Intradermal Fluid Delivery and Extraction,"Health, education and social services",Biomedical engineering
RGPIN-2019-06908,2019,Simon Fraser University,23000.0,Discovery Grants Program - Individual,Discovery Research,Multimodal emotional intelligence for robots,Information and communication services,Robotics
RGPIN-2019-03906,2019,The University of British Columbia,92000.0,Discovery Grants Program - Individual,Discovery Research,Fluidization and Spouting and Application to Biomass Processing and Hydrogen Production,Energy resources,Chemical engineering
568810-2022,2022,University of Waterloo,21000.0,Postgraduate Scholarships - Doctoral,Research Training and Talent Development,Development of 16-channel 5G Front-End Transmitters,The socioeconomic objective available,Particle physics
579063-2022,2022,University of Guelph,99100.0,Alliance Grants,Research Partnerships,Development of novel controlled gas-permeable membranes for enhanced modified atmosphere packaging of fresh produce,Manufacturing processes and products,Food science and technology
RGPIN-2020-05541,2020,Concordia University,29000.0,Discovery Grants Program - Individual,Discovery Research,Internet of Underwater Things: Developing Next Generation Large-Scale Autonomous Ocean Monitoring Systems,Information and communication services,Electrical and electronic engineering
568821-2022,2022,University of Toronto,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Research Training and Talent Development,Synthesis of Tissue-level Soft Polymers for Flexible Electronics,Manufacturing processes and products,Polymer chemistry
576707-2022,2022,University of Victoria,235021.0,Alliance Grants,Research Partnerships,"Large-Scale Cyclic Model and Field Load Tests on Geosynthetics-Reinforced Unpaved Roads after
Freeze-Thaw Cycles",Transportation systems and services,Civil engineering
RGPIN-2019-04725,2019,Queen's University,20000.0,Discovery Grants Program - Individual,Discovery Research,Uncertainty Quantification for Complex Computer Models,Information and communication services,Statistics and probability
569390-2022,2022,McGill University,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Research Training and Talent Development,Understanding the involvement of the hippocampus in working memory using rodent and reinforcement learning models,"Health, education and social services",Cognitive science -- fundamental
RGPIN-2020-05927,2020,University of Toronto,34000.0,Discovery Grants Program - Individual,Discovery Research,Improved MRI by correcting static and dynamic magnetic field inhomogeneity,"Health, education and social services",Electrical and electronic engineering
RGPIN-2021-03346,2021,University of Manitoba,58000.0,Discovery Grants Program - Individual,Discovery Research,Investigation of Immune Cell Trafficking in Complex Cellular Environment,"Health, education and social services",Physics
RGPIN-2021-03475,2021,Athabasca University,24000.0,Discovery Grants Program - Individual,Discovery Research,Eliciting Adaptive Sequences for Online Learning,"Health, education and social services",Information technology
RGPIN-2019-05258,2019,University of Alberta,82000.0,Discovery Grants Program - Individual,Discovery Research,Approximation algorithms for hard optimization problems in multi-omics research and operations research,Information and communication services,Operations research and management science
RGPIN-2019-04536,2019,McGill University,86000.0,Discovery Grants Program - Individual,Discovery Research,Subseasonal to seasonal (S2S) climate variability and predictions,Environment,Atmospheric science
RGPIN-2020-04875,2020,McGill University,24000.0,Discovery Grants Program - Individual,Discovery Research,Self-supervised and Transfer Learning for Adaptive Motion Control,Information and communication services,Robotics
RGPIN-2021-02490,2021,University of Waterloo,64000.0,Discovery Grants Program - Individual,Discovery Research,Pretrained Transformers for Effective and Efficient Information Access: BERT and Beyond,Information and communication services,Information technology
RGPIN-2019-04305,2019,University of Waterloo,43000.0,Discovery Grants Program - Individual,Discovery Research,"Structural and tectonic evolution of orogenic belts, with an emphasis on kinematics of shear zones, accretionary/collisional orogens and Archean tectonics",Transportation systems and services,Earth Sciences
RGPIN-2019-05909,2019,University of Guelph,104400.0,Discovery Grants Program - Individual,Discovery Research,Security and Privacy in Mobile Crowdsourcing for Internet of Things,Information and communication services,Information systems design
RGPIN-2019-07035,2019,University of Saskatchewan,56000.0,Discovery Grants Program - Individual,Discovery Research,Distributions of metabolic flux and reducing equivalents/ATP in Saccharomyces cerevisiae during redox potential-controlled very-high-gravity ethanol fermentation,Transportation systems and services,Microbiology
RGPIN-2022-05351,2022,École de technologie supérieure,33000.0,Discovery Grants Program - Individual,Discovery Research,QuantSLEEP: A numerical toolbox for a graph signal processing of the rhythmic and arrhythmic components of sleep EEG recordings.,"Health, education and social services",Medical sciences
560077-2021,2021,University of Manitoba,21000.0,Postgraduate Scholarships - Doctoral,Research Training and Talent Development,Back to Humanity's Roots: Patterns of Tooth Root Morphology in Middle and Late Pleistocene Hominins,Environment,Evolution and ecology
559140-2021,2021,University of Toronto,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Research Training and Talent Development,Quantum Hodge Theory,Manufacturing processes and products,Pure mathematics
RGPIN-2022-04829,2022,University of Toronto,40000.0,Discovery Grants Program - Individual,Discovery Research,Neural Signal Representations for Physics-Based Machine Learning and Active 3D Imaging,Information and communication services,Information technology
RGPIN-2021-03570,2021,University of Saskatchewan,38400.0,Discovery Grants Program - Individual,Discovery Research,Ice-jam flood forecasting,Northern development,Hydrology
RGPIN-2019-05901,2019,The University of Western Ontario,47000.0,Discovery Grants Program - Individual,Discovery Research,Using Soil Food Webs to Predict Soil Carbon Storage Potential,Environment,Soil science
RGPIN-2020-05172,2020,University of Saskatchewan,43000.0,Discovery Grants Program - Individual,Discovery Research,Metal-mineral interactions in dynamic redox environments,Energy resources,Earth science
RGPIN-2019-05357,2019,University of Manitoba,30000.0,Discovery Grants Program - Individual,Discovery Research,Radial-glial stem cell development and plasticity in the adult zebrafish brain,"Health, education and social services",Cell biology
RGPIN-2019-06222,2019,The University of Western Ontario,55000.0,Discovery Grants Program - Individual,Discovery Research,Reducing Training Data in Deep Learning,Information and communication services,Learning and inference theories
568832-2022,2022,University of Toronto,21000.0,Postgraduate Scholarships - Doctoral,Research Training and Talent Development,Photochemically-activated Protein Signaling in a Hydrogel,Manufacturing processes and products,Biomedical engineering
RGPIN-2021-03124,2021,Queen's University,18000.0,Discovery Grants Program - Individual,Discovery Research,Shape-constrained Inference: Testing and Estimation for Incomplete Survival Data,"Health, education and social services",Statistics and probability
